SK_ID_CURR,TARGET
100001,0.061422413793103446
100005,0.17154124219520211
100013,0.04829042364800436
100028,0.09499549143372407
100038,0.0633361046028267
100042,0.0702133062468258
100057,0.04227883713660519
100065,0.08964589870013447
100066,0.02273987798114254
100067,0.1267519804996953
100074,0.08273972602739726
100090,0.10438413361169102
100091,0.09499549143372407
100092,0.10438413361169102
100106,0.09499549143372407
100107,0.08273972602739726
100109,0.12986811481768812
100117,0.04829042364800436
100128,0.07102367455818606
100141,0.02273987798114254
100150,0.0633361046028267
100168,0.02273987798114254
100169,0.061422413793103446
100170,0.0702133062468258
100171,0.04829042364800436
100172,0.06112315546541716
100184,0.06112315546541716
100187,0.06112315546541716
100212,0.0702133062468258
100222,0.08273972602739726
100223,0.02273987798114254
100232,0.02273987798114254
100241,0.2028898254063817
100245,0.032044274391910356
100253,0.0633361046028267
100256,0.09499549143372407
100271,0.02273987798114254
100278,0.12986811481768812
100280,0.02273987798114254
100306,0.17154124219520211
100311,0.10962962962962963
100312,0.06126567680553553
100330,0.0633361046028267
100331,0.02273987798114254
100352,0.08273972602739726
100358,0.10438413361169102
100367,0.06126567680553553
100382,0.25453200147983723
100384,0.07102367455818606
100385,0.12986811481768812
100386,0.04227883713660519
100399,0.03164942178940962
100404,0.061422413793103446
100416,0.032044274391910356
100422,0.06126567680553553
100426,0.0633361046028267
100438,0.032044274391910356
100444,0.17154124219520211
100445,0.09499549143372407
100446,0.25346534653465347
100447,0.03624389588280095
100450,0.036059479553903345
100466,0.036059479553903345
100483,0.03164942178940962
100484,0.03624389588280095
100494,0.07102367455818606
100510,0.09186351706036745
100512,0.02273987798114254
100517,0.032044274391910356
100548,0.06112315546541716
100551,0.03624389588280095
100552,0.0633361046028267
100553,0.04829042364800436
100561,0.17691029900332225
100568,0.29388029589778075
100569,0.032044274391910356
100591,0.04829042364800436
100592,0.032044274391910356
100602,0.032044274391910356
100607,0.04829042364800436
100613,0.06126567680553553
100617,0.1471004243281471
100618,0.12986811481768812
100622,0.17154124219520211
100625,0.0633361046028267
100677,0.08273972602739726
100699,0.09186351706036745
100702,0.3791773778920309
100711,0.10438413361169102
100729,0.17154124219520211
100740,0.12118713932399011
100744,0.09499549143372407
100745,0.0633361046028267
100747,0.12986811481768812
100751,0.17691029900332225
100752,0.06126567680553553
100753,0.26243781094527363
100754,0.17691029900332225
100760,0.06126567680553553
100762,0.12986811481768812
100763,0.12118713932399011
100765,0.0633361046028267
100770,0.12986811481768812
100772,0.02273987798114254
100777,0.03164942178940962
100791,0.032044274391910356
100792,0.02273987798114254
100797,0.032044274391910356
100823,0.09499549143372407
100826,0.09499549143372407
100830,0.032044274391910356
100836,0.17154124219520211
100872,0.02273987798114254
100910,0.09499549143372407
100913,0.19384319384319385
100918,0.04829042364800436
100931,0.04829042364800436
100952,0.0702133062468258
100953,0.04829042364800436
100965,0.10962962962962963
100970,0.03624389588280095
100982,0.09499549143372407
100983,0.061422413793103446
100984,0.04227883713660519
100987,0.0633361046028267
100997,0.04227883713660519
100998,0.09186351706036745
101002,0.12986811481768812
101005,0.25346534653465347
101008,0.09499549143372407
101020,0.09499549143372407
101021,0.06112315546541716
101024,0.0702133062468258
101025,0.12986811481768812
101026,0.06112315546541716
101031,0.06126567680553553
101041,0.03164942178940962
101051,0.02273987798114254
101055,0.0702133062468258
101056,0.29388029589778075
101057,0.03164942178940962
101064,0.03624389588280095
101079,0.10438413361169102
101087,0.04227883713660519
101090,0.03624389588280095
101092,0.04227883713660519
101097,0.0702133062468258
101099,0.032044274391910356
101107,0.09499549143372407
101118,0.0633361046028267
101125,0.04227883713660519
101126,0.032044274391910356
101128,0.02273987798114254
101136,0.2028898254063817
101140,0.1267519804996953
101149,0.06112315546541716
101160,0.03624389588280095
101169,0.1370663002404672
101181,0.04227883713660519
101186,0.04227883713660519
101190,0.09499549143372407
101193,0.09499549143372407
101194,0.12118713932399011
101198,0.12986811481768812
101200,0.0702133062468258
101204,0.02273987798114254
101211,0.06112315546541716
101213,0.08964589870013447
101223,0.02273987798114254
101225,0.09499549143372407
101237,0.07158541941150637
101243,0.06112315546541716
101244,0.12118713932399011
101258,0.032044274391910356
101259,0.09499549143372407
101268,0.17154124219520211
101269,0.032044274391910356
101271,0.10438413361169102
101279,0.03624389588280095
101281,0.10196078431372549
101287,0.032044274391910356
101292,0.02273987798114254
101294,0.06112315546541716
101296,0.07158541941150637
101297,0.04227883713660519
101299,0.1267519804996953
101301,0.02273987798114254
101305,0.08273972602739726
101308,0.03164942178940962
101318,0.032044274391910356
101327,0.19384319384319385
101329,0.09499549143372407
101332,0.03624389588280095
101337,0.03624389588280095
101343,0.0633361046028267
101345,0.02273987798114254
101346,0.04829042364800436
101353,0.02273987798114254
101354,0.09499549143372407
101355,0.19384319384319385
101356,0.03624389588280095
101362,0.0633361046028267
101363,0.25346534653465347
101365,0.032044274391910356
101366,0.06112315546541716
101367,0.12118713932399011
101368,0.02273987798114254
101374,0.17154124219520211
101380,0.03624389588280095
101383,0.06126567680553553
101398,0.032044274391910356
101399,0.2028898254063817
101401,0.1370663002404672
101412,0.07102367455818606
101426,0.04829042364800436
101427,0.44874715261959
101428,0.12986811481768812
101429,0.1001788908765653
101434,0.02273987798114254
101440,0.09499549143372407
101448,0.0633361046028267
101449,0.08273972602739726
101465,0.03164942178940962
101467,0.04829042364800436
101472,0.09499549143372407
101478,0.17691029900332225
101497,0.03624389588280095
101504,0.17693958908310334
101547,0.02273987798114254
101548,0.03164942178940962
101555,0.1471004243281471
101570,0.09499549143372407
101572,0.03624389588280095
101578,0.03164942178940962
101580,0.06112315546541716
101588,0.12986811481768812
101602,0.032044274391910356
101610,0.09499549143372407
101614,0.04829042364800436
101616,0.09499549143372407
101643,0.09499549143372407
101644,0.06126567680553553
101649,0.1370663002404672
101650,0.032044274391910356
101665,0.02273987798114254
101667,0.0702133062468258
101669,0.061422413793103446
101674,0.04227883713660519
101675,0.032044274391910356
101678,0.06112315546541716
101682,0.08964589870013447
101686,0.036059479553903345
101697,0.09499549143372407
101700,0.1267519804996953
101711,0.04829042364800436
101714,0.036059479553903345
101715,0.12986811481768812
101728,0.03624389588280095
101732,0.032044274391910356
101757,0.25453200147983723
101758,0.09499549143372407
101759,0.032044274391910356
101762,0.03164942178940962
101764,0.0633361046028267
101780,0.25453200147983723
101784,0.02273987798114254
101789,0.04829042364800436
101816,0.06112315546541716
101819,0.04829042364800436
101827,0.02273987798114254
101863,0.1014957264957265
101867,0.032044274391910356
101870,0.032044274391910356
101873,0.15823235923022094
101878,0.25453200147983723
101879,0.06112315546541716
101880,0.02273987798114254
101887,0.12270714737507907
101897,0.03624389588280095
101901,0.07102367455818606
101903,0.25346534653465347
101920,0.04829042364800436
101921,0.09499549143372407
101922,0.04829042364800436
101961,0.09499549143372407
101962,0.02273987798114254
101971,0.0633361046028267
101976,0.17154124219520211
102002,0.0633361046028267
102005,0.032044274391910356
102007,0.27325581395348836
102017,0.02273987798114254
102019,0.15823235923022094
102029,0.02273987798114254
102051,0.2028898254063817
102052,0.02273987798114254
102054,0.04227883713660519
102062,0.0702133062468258
102067,0.1001788908765653
102068,0.09186351706036745
102070,0.04227883713660519
102090,0.10196078431372549
102092,0.09499549143372407
102099,0.09499549143372407
102100,0.032044274391910356
102112,0.032044274391910356
102113,0.04227883713660519
102122,0.25453200147983723
102123,0.06112315546541716
102125,0.06126567680553553
102126,0.12986811481768812
102146,0.04227883713660519
102147,0.12986811481768812
102151,0.0633361046028267
102158,0.19384319384319385
102159,0.03624389588280095
102162,0.1267519804996953
102165,0.0702133062468258
102166,0.03624389588280095
102174,0.09499549143372407
102193,0.16689655172413792
102198,0.06126567680553553
102205,0.07158541941150637
102206,0.02273987798114254
102218,0.03624389588280095
102221,0.0633361046028267
102230,0.0702133062468258
102238,0.1370663002404672
102248,0.061422413793103446
102252,0.2028898254063817
102259,0.032044274391910356
102262,0.12986811481768812
102273,0.1001788908765653
102286,0.10196078431372549
102293,0.032044274391910356
102294,0.032044274391910356
102296,0.0633361046028267
102298,0.09499549143372407
102303,0.03624389588280095
102309,0.06126567680553553
102315,0.04227883713660519
102340,0.02273987798114254
102342,0.10438413361169102
102344,0.06112315546541716
102346,0.09499549143372407
102347,0.06112315546541716
102374,0.06126567680553553
102380,0.0633361046028267
102387,0.02273987798114254
102393,0.0633361046028267
102403,0.09499549143372407
102413,0.04829042364800436
102414,0.04227883713660519
102415,0.0702133062468258
102416,0.12118713932399011
102439,0.03624389588280095
102441,0.04829042364800436
102443,0.04227883713660519
102444,0.061422413793103446
102445,0.12986811481768812
102448,0.04227883713660519
102449,0.06112315546541716
102450,0.17154124219520211
102456,0.07102367455818606
102458,0.09495548961424333
102459,0.0633361046028267
102465,0.0633361046028267
102470,0.12118713932399011
102471,0.032044274391910356
102475,0.0702133062468258
102476,0.07158541941150637
102506,0.1370663002404672
102509,0.1014957264957265
102519,0.02273987798114254
102522,0.1267519804996953
102545,0.04829042364800436
102549,0.0702133062468258
102562,0.04227883713660519
102563,0.0633361046028267
102568,0.1014957264957265
102582,0.04227883713660519
102592,0.04227883713660519
102597,0.17693958908310334
102605,0.04829042364800436
102614,0.04829042364800436
102617,0.08273972602739726
102634,0.08964589870013447
102652,0.02273987798114254
102655,0.032044274391910356
102671,0.06112315546541716
102694,0.25453200147983723
102701,0.032044274391910356
102703,0.032044274391910356
102704,0.032044274391910356
102713,0.032044274391910356
102720,0.12986811481768812
102731,0.04227883713660519
102733,0.04227883713660519
102749,0.06126567680553553
102755,0.036059479553903345
102763,0.04227883713660519
102770,0.04829042364800436
102772,0.10438413361169102
102799,0.10438413361169102
102838,0.04227883713660519
102854,0.036059479553903345
102862,0.0633361046028267
102863,0.03624389588280095
102867,0.0633361046028267
102868,0.032044274391910356
102878,0.17154124219520211
102887,0.09499549143372407
102898,0.17693958908310334
102904,0.12118713932399011
102912,0.0633361046028267
102919,0.032044274391910356
102927,0.09499549143372407
102932,0.09499549143372407
102933,0.17154124219520211
102935,0.03624389588280095
102958,0.09499549143372407
102969,0.1370663002404672
102971,0.03624389588280095
102975,0.04829042364800436
102979,0.0633361046028267
102982,0.04227883713660519
102987,0.19384319384319385
102989,0.09499549143372407
102995,0.12986811481768812
102996,0.09186351706036745
103000,0.03624389588280095
103001,0.12118713932399011
103004,0.07158541941150637
103010,0.032044274391910356
103025,0.12986811481768812
103029,0.09186351706036745
103046,0.0633361046028267
103056,0.0702133062468258
103062,0.07158541941150637
103078,0.02273987798114254
103083,0.02273987798114254
103092,0.06112315546541716
103096,0.0633361046028267
103097,0.1049618320610687
103102,0.09499549143372407
103112,0.09186351706036745
103132,0.03624389588280095
103144,0.09499549143372407
103145,0.04227883713660519
103146,0.0633361046028267
103147,0.09499549143372407
103158,0.02273987798114254
103171,0.09499549143372407
103173,0.09499549143372407
103184,0.04227883713660519
103195,0.12270714737507907
103196,0.04227883713660519
103206,0.032044274391910356
103230,0.15823235923022094
103231,0.1267519804996953
103232,0.04829042364800436
103239,0.10196078431372549
103240,0.08273972602739726
103243,0.03624389588280095
103252,0.09186351706036745
103258,0.0633361046028267
103259,0.19384319384319385
103279,0.02273987798114254
103280,0.032044274391910356
103286,0.03624389588280095
103287,0.5384615384615384
103290,0.04829042364800436
103298,0.032044274391910356
103315,0.02273987798114254
103319,0.0702133062468258
103334,0.0702133062468258
103336,0.09499549143372407
103345,0.04227883713660519
103368,0.02273987798114254
103371,0.1267519804996953
103377,0.0702133062468258
103398,0.032044274391910356
103404,0.036059479553903345
103408,0.25453200147983723
103410,0.061422413793103446
103418,0.032044274391910356
103420,0.12118713932399011
103432,0.17154124219520211
103433,0.032044274391910356
103436,0.03624389588280095
103440,0.09499549143372407
103453,0.09499549143372407
103459,0.0633361046028267
103460,0.03624389588280095
103461,0.02273987798114254
103462,0.03624389588280095
103473,0.09499549143372407
103474,0.04227883713660519
103475,0.25453200147983723
103478,0.2028898254063817
103480,0.26243781094527363
103484,0.02273987798114254
103494,0.08964589870013447
103513,0.04829042364800436
103515,0.09499549143372407
103516,0.25346534653465347
103525,0.0633361046028267
103541,0.12118713932399011
103544,0.04829042364800436
103562,0.2028898254063817
103570,0.25346534653465347
103572,0.09499549143372407
103574,0.032044274391910356
103575,0.0633361046028267
103591,0.12986811481768812
103594,0.03624389588280095
103609,0.06126567680553553
103613,0.08273972602739726
103614,0.06112315546541716
103615,0.08964589870013447
103624,0.0702133062468258
103625,0.25346534653465347
103628,0.19384319384319385
103629,0.032044274391910356
103647,0.1014957264957265
103648,0.09186351706036745
103651,0.06112315546541716
103658,0.06112315546541716
103668,0.0702133062468258
103669,0.032044274391910356
103676,0.03624389588280095
103682,0.08964589870013447
103683,0.03624389588280095
103689,0.04829042364800436
103725,0.07102367455818606
103733,0.26243781094527363
103744,0.03624389588280095
103762,0.09499549143372407
103771,0.15602836879432624
103773,0.02273987798114254
103783,0.09499549143372407
103784,0.036059479553903345
103808,0.032044274391910356
103812,0.06112315546541716
103813,0.12118713932399011
103814,0.04227883713660519
103818,0.17693958908310334
103824,0.09499549143372407
103828,0.032044274391910356
103830,0.44874715261959
103840,0.0633361046028267
103842,0.09499549143372407
103847,0.1267519804996953
103848,0.02273987798114254
103851,0.04829042364800436
103854,0.12986811481768812
103857,0.09499549143372407
103861,0.02273987798114254
103862,0.1267519804996953
103865,0.10438413361169102
103870,0.032044274391910356
103876,0.032044274391910356
103891,0.25346534653465347
103908,0.09499549143372407
103914,0.09186351706036745
103918,0.03624389588280095
103940,0.04227883713660519
103963,0.12118713932399011
103966,0.08273972602739726
103971,0.09499549143372407
103980,0.09499549143372407
103984,0.1014957264957265
103985,0.09499549143372407
103998,0.25453200147983723
104019,0.032044274391910356
104026,0.0633361046028267
104035,0.12118713932399011
104044,0.08964589870013447
104045,0.04829042364800436
